period_end,realized_vol_ann,month_ret,n_days
2022-10-31,0.21383580942134353,-0.02096150557256138,16
2022-11-30,0.1355494443370214,0.11091922482055794,22
2022-12-31,0.16744336206628688,-0.0657246211953939,22
2023-01-31,0.11933144801211941,0.08077909884624912,16
2023-02-28,0.12638208831955908,0.027758606710289735,20
2023-03-31,0.11763386222262147,-0.01443653114644372,23
2023-04-30,0.12538869242417985,0.015593416130963433,19
2023-05-31,0.15971000938359745,0.009631985308690139,20
2023-06-30,0.12853546044755532,0.019657624471301594,20
2023-07-31,0.10659492509919331,0.04047471696763494,21
2023-08-31,0.23466451502686234,-0.05339832118907617,23
2023-09-30,0.1258621636973049,0.006760889056672381,20
2023-10-31,0.16703097056419328,-0.03768328624132333,17
2023-11-30,0.08458568081066914,0.01740949976860251,22
2023-12-31,0.15001522952683308,-0.020949026538980564,21
2024-01-31,0.3374272116620044,-0.06851306117983169,22
2024-02-29,0.6068877590430444,0.03810333066649041,15
2024-03-31,0.18275582979323698,0.04509125183648344,21
2024-04-30,0.2607397026382841,0.03270218370727673,20
2024-05-31,0.13171043298496374,-0.0021815752480794925,20
2024-06-30,0.2249123127716169,-0.06703755042908555,19
2024-07-31,0.20417711687500922,0.026728420739703385,23
2024-08-31,0.14225423378961224,-0.037678885097458426,22
2024-09-30,0.7045238253695918,0.32756875903159566,19
2024-10-31,0.44285752390076955,-0.038048091922066485,18
2024-11-30,0.2710068208920181,0.032894855060087824,21
2024-12-31,0.22758008450711503,-0.010417959085085804,22
2025-01-31,0.24357144615590587,0.01399135943290486,18
2025-02-28,0.15382725301806588,0.03803699751739087,18
2025-03-31,0.11878357624971785,0.043453036005775436,21
2025-04-30,0.33967350763086024,-0.033176959082479085,21
2025-05-31,0.13357287296370265,0.03170583517521641,19
2025-06-30,0.1291643409250494,0.03787264192562967,20
2025-07-31,0.14804452108865876,0.06296200207235181,23
2025-08-31,0.14663851899493116,0.05385084325846168,21
2025-09-30,0.1701291102559384,0.046308280283868575,22
2025-10-31,0.1673323918470139,0.029916369605025972,17
2025-11-30,0.16863275156424323,-0.01859599219836172,20
2025-12-31,0.14574708604368686,0.041852052981112386,23
2026-01-31,0.13796279195516967,0.0807708243168741,20
